name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,skill_level,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,gifUrl,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets,contraindications,instructions
incline scapula push up,abdominals,triceps|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,0,48,2,https://static.exercisedb.dev/media/GdMa1ET.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Set up an incline bench at a 45-degree angle. | Place your hands on the bench slightly wider than shoulder-width apart. | Position your feet on the ground, hip-width apart. | Lower your chest towards the bench, keeping your elbows tucked in. | As you lower, retract your shoulder blades, squeezing your scapulae together. | Push through your palms to extend your arms and return to the starting position. | Repeat for the desired number of repetitions."
incline twisting sit-up,abdominals,abdominals,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,0,24,2,https://static.exercisedb.dev/media/9ZGZuOD.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Set up an incline bench at a 45-degree angle. | Lie down on the bench with your feet secured under the foot pads. | Place your hands behind your head or across your chest. | Engage your abs and lift your upper body off the bench, curling forward. | As you curl up, twist your torso to one side, bringing your elbow towards the opposite knee. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat the movement, this time twisting your torso to the other side. | Continue alternating sides for the desired number of repetitions."
intense barbell straight leg deadlift,hamstrings,glutes|lower back,barbell,compound,,hip_hinge,3,strength,intermediate,10,10,1.0,10,72,2,https://static.exercisedb.dev/media/oMwyl17.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Stand with your feet shoulder-width apart and your toes pointing forward. | Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Bend at your hips and lower the barbell towards the ground, keeping your back straight and your knees slightly bent. | Lower the barbell until you feel a stretch in your hamstrings. Maintain intense form throughout. | Engage your hamstrings and glutes to lift the barbell back up to the starting position. | Repeat for the desired number of repetitions."
intermediate hip flexor and quad stretch,quadriceps,hamstrings|glutes,cable,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/tFGKm99.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand upright with your feet shoulder-width apart. | Hold onto a stable object for support. | Bend your right knee and bring your right foot towards your glutes, grabbing the rope with your right hand. | Slowly pull your right foot towards your glutes, feeling a stretch in your right quad. | Hold the stretch for 20-30 seconds. | Release the stretch and repeat on the left side."
intermediate style dumbbell preacher curl over exercise ball,biceps,forearms,dumbbell,isolation,,elbow_flexion,3,strength,intermediate,2,6,3.0,0,24,5,https://static.exercisedb.dev/media/QQwxa8g.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,bicep_tendinitis|elbow_tendinitis|golfers_elbow,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in one hand with an underhand grip, resting your elbow on the exercise ball. | (intermediate variation) Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. | Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms."
intermediate style kneeling plank tap shoulder (male),abdominals,shoulders|triceps,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/tuIZFDt.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Start in a kneeling position with your hands on the ground, shoulder-width apart. | Extend your legs behind you, resting on your toes, and lift your body into a plank position. | (intermediate variation) Keeping your core engaged and your hips stable, lift one hand off the ground and tap the opposite shoulder. | Return the hand to the ground and repeat with the other hand. | Continue alternating sides for the desired number of repetitions."
inverse leg curl (bench support),hamstrings,glutes|calves,body only,isolation,,knee_flexion,2,strength,beginner,2,6,3.0,0,24,5,https://static.exercisedb.dev/media/ms7tjSG.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,hamstring_strain|knee_injury,"Lie face down on a bench with your hips at the edge and your legs extended straight behind you. | Hold onto the bench for support. | Keeping your upper body still, bend your knees and curl your legs towards your glutes. | Pause for a moment at the top, then slowly extend your legs back to the starting position. | Repeat for the desired number of repetitions."
inverse leg curl (on pull-up cable machine),hamstrings,glutes|calves,cable,isolation,,knee_flexion,2,strength,beginner,1,8,8.0,0,24,5,https://static.exercisedb.dev/media/0rHfvy9.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,hamstring_strain|knee_injury,"Adjust the cable machine so that the ankle straps are at the lowest setting. | Lie face down on the bench with your legs extended and the ankle straps attached to your feet. | Hold onto the handles of the bench for stability. | Bend your knees and curl your legs towards your glutes, squeezing your hamstrings. | Pause for a moment at the top of the movement, then slowly lower your legs back to the starting position. | Repeat for the desired number of repetitions."
inverted style inverse leg curl (on pull-up cable machine),hamstrings,glutes|calves,cable,isolation,,knee_flexion,2,strength,beginner,1,8,8.0,0,24,5,https://static.exercisedb.dev/media/fjjY3N4.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,hamstring_strain|knee_injury,"Adjust the cable machine so that the ankle straps are at the lowest setting. | Lie face down on the bench with your legs extended and the ankle straps attached to your feet. | Hold onto the handles of the bench for stability. | Bend your knees and curl your legs towards your glutes, squeezing your hamstrings. | Pause for a moment at the top of the movement, then slowly lower your legs back to the starting position. | Repeat for the desired number of repetitions. Maintain inverted form throughout."
inverted style smith seated shoulder press,shoulders,triceps,machine,compound,,vertical_push,3,strength,intermediate,4,7,1.75,1,48,2,https://static.exercisedb.dev/media/MRaFiZP.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,neck_injury|rotator_cuff_tear|shoulder_impingement,"Adjust the seat height so that the handles are at shoulder level. | Sit on the machine with your back against the pad and your feet flat on the floor. | Grasp the handles with an overhand grip and lift them off the supports, extending your arms fully. | Lower the handles down to shoulder level, keeping your elbows slightly bent. | Press the handles up overhead until your arms are fully extended. | Pause for a moment at the top, then slowly lower the handles back down to shoulder level. Maintain inverted form throughout. | Repeat for the desired number of repetitions."
iron cross stretch,glutes,hamstrings|quadriceps,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,2,48,2,https://static.exercisedb.dev/media/pZwUsKB.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Lie flat on your back with your arms extended out to the sides. | Raise your legs up towards the ceiling, keeping them straight. | Slowly lower your legs to one side, aiming to touch the floor with your feet. | Hold the stretch for a few seconds, then return your legs to the starting position. | Repeat the stretch on the other side. | Continue alternating sides for the desired number of repetitions."
iron cross stretch - deep variation,glutes,hamstrings|quadriceps,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,2,48,2,https://static.exercisedb.dev/media/p5v6rdT.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Lie flat on your back with your arms extended out to the sides. | Raise your legs up towards the ceiling, keeping them straight. | Slowly lower your legs to one side, aiming to touch the floor with your feet. | Hold the stretch for a few seconds, then return your legs to the starting position. | Repeat the stretch on the other side. Maintain deep form throughout. | Continue alternating sides for the desired number of repetitions."
isometric chest squeeze,chest,triceps|shoulders,body only,isolation,,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/HbSG1Pw.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Stand with your feet shoulder-width apart and your knees slightly bent. | Extend your arms straight out in front of you, parallel to the ground, with your palms facing each other. | Squeeze your chest muscles together as hard as you can, while keeping your arms straight. | Hold this position for a few seconds, focusing on contracting your chest muscles. | Release the squeeze and relax your chest muscles. | Repeat for the desired number of repetitions."
jump squat,glutes,quadriceps|hamstrings|calves,body only,compound,,squat,3,strength,intermediate,8,9,1.12,8,72,2,https://static.exercisedb.dev/media/LIlE5Tn.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"Stand with your feet shoulder-width apart. | Lower your body into a squat position by bending your knees and pushing your hips back. | Jump explosively off the ground, extending your hips, knees, and ankles. | While in mid-air, quickly bring your arms forward for balance. | Land softly on the balls of your feet and immediately go into the next repetition. | Repeat for the desired number of repetitions."
kettlebell advanced windmill,abdominals,abdominals|shoulders,kettlebell,compound,,other,5,strength,advanced,4,5,1.25,2,48,2,https://static.exercisedb.dev/media/Kal9cQQ.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand with your feet wider than shoulder-width apart, toes pointing slightly outward. | Hold a kettlebell in your right hand, with your arm extended overhead and your palm facing forward. | Rotate your left foot slightly to the right, and shift your weight onto your left leg. | Bend your left knee and hinge at the hip, lowering your torso towards the left side. | Keep your right arm extended overhead and your eyes on the kettlebell. | As you lower your torso, allow your right leg to straighten and your right foot to pivot slightly. | Lower your torso until you feel a stretch in your left hamstring and your right arm is pointing towards the ground. | Pause for a moment, then engage your core and push through your left heel to return to the starting position. | Repeat for the desired number of repetitions, then switch sides."
kettlebell alternating hang clean,forearms,shoulders|traps,kettlebell,compound,,hip_hinge,5,strength,advanced,9,9,1.0,9,84,2,https://static.exercisedb.dev/media/I4tibZG.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand with an overhand grip. | Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Allow the kettlebells to hang in front of your body with your arms fully extended. | In one fluid motion, explosively extend your hips, shrug your shoulders, and pull the kettlebells up towards your shoulders. | As the kettlebells reach shoulder height, rotate your wrists and catch the kettlebells in the rack position, with your palms facing inward and the kettlebells resting on the outside of your forearms. | Lower the kettlebells back down to the starting position and repeat the movement with the opposite arm. | Continue alternating arms for the desired number of repetitions."
