name,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,movement_pattern,difficulty_level,exercise_type,recommended_rep_min,recommended_rep_max,rest_seconds,unilateral,metabolic_load_score
seated triceps squat,triceps,back,Dumbbell,wrist extensors,"Step:1 Stand in a stable position preparing to perform the 'Seated Triceps Squat'. Step:2 Grab the Dumbbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the triceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: wrist extensors. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,8,12,119,False,4
incline pectorals raise,pectorals,neck,Assisted  Chest Dip,trapezius,"Step:1 Stand in a stable position preparing to perform the 'Incline Pectorals Raise'. Step:2 Grab the Assisted  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the pectorals. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: trapezius. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,12,15,48,False,5
advanced adductors lunge,adductors,neck,stationary bike,glutes,"Step:1 Stand in a stable position preparing to perform the 'Advanced Adductors Lunge'. Step:2 Grab the stationary bike securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: glutes. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,7,10,101,True,3
advanced calves extension,calves,waist,dumbbell,soleus,"Step:1 Stand in a stable position preparing to perform the 'Advanced Calves Extension'. Step:2 Grab the dumbbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the calves. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: soleus. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,13,46,False,5
cable delts lunge,delts,lower legs,resistance band,lower back,"Step:1 Stand in a stable position preparing to perform the 'Cable Delts Lunge'. Step:2 Grab the resistance band securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the delts. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lower back. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,7,12,106,True,3
advanced triceps pull,triceps,upper arms,Sled (plate loaded),chest,"Step:1 Stand in a stable position preparing to perform the 'Advanced Triceps Pull'. Step:2 Grab the Sled (plate loaded) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the triceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: chest. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,intermediate,compound,7,11,100,False,6
single-leg spine raise,spine,waist,smith machine,hip flexors,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Spine Raise'. Step:2 Grab the smith machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the spine. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: hip flexors. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,beginner,isolation,11,12,52,False,5
explosive glutes lunge,glutes,waist,Smith​​​​​​​,obliques,"Step:1 Stand in a stable position preparing to perform the 'Explosive Glutes Lunge'. Step:2 Grab the Smith​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the glutes. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: obliques. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,7,10,104,True,3
incline pectorals press,pectorals,chest,Smith​​​​​​​,lower abs,"Step:1 Stand in a stable position preparing to perform the 'Incline Pectorals Press'. Step:2 Grab the Smith​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the pectorals. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lower abs. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,7,12,90,False,7
seated abs curl,abs,chest,Suspended,rhomboids,"Step:1 Stand in a stable position preparing to perform the 'Seated Abs Curl'. Step:2 Grab the Suspended securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abs. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rhomboids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,15,72,False,3
single-leg serratus anterior extension,serratus anterior,lower legs,Lever (selectorized)​​​​​​​,soleus,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Serratus Anterior Extension'. Step:2 Grab the Lever (selectorized)​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the serratus anterior. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: soleus. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,10,12,74,False,6
single-leg cardiovascular system pull,cardiovascular system,upper arms,Lever,trapezius,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Cardiovascular System Pull'. Step:2 Grab the Lever securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the cardiovascular system. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: trapezius. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,intermediate,compound,6,12,107,False,4
