exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
bWlZvXh,Butterfly Yoga Pose,STRETCHING,UPPER LEGS,BODY WEIGHT,ADDUCTORS,HAMSTRINGS|GROIN,"Step:1 Sit on the floor with your legs extended in front of you.|Step:2 Bend your knees and bring the soles of your feet together, allowing your knees to fall out to the sides.|Step:3 Hold onto your ankles or feet with your hands.|Step:4 Sit up tall and lengthen your spine.|Step:5 Gently press your knees down towards the floor, feeling a stretch in your inner thighs.|Step:6 Hold this position for a few breaths.|Step:7 To release, slowly bring your knees back up and extend your legs.",https://static.exercisedb.dev/media/bWlZvXh.gif,
hBGWILP,Cable Hip Adduction,STRENGTH,UPPER LEGS,CABLE,ADDUCTORS,GLUTES|QUADRICEPS,"Step:1 Attach the ankle cuff to your ankle and stand facing the cable machine.|Step:2 Position yourself far enough away from the machine so that there is tension on the cable.|Step:3 Place your hands on the machine for support.|Step:4 Keeping your leg straight, slowly move your leg across your body towards the midline.|Step:5 Pause for a moment at the end of the movement, then slowly return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/hBGWILP.gif,
wnEscH8,Barbell Press Sit-Up,STRENGTH,WAIST,BARBELL,ABS,SHOULDERS|CHEST,"Step:1 Lie flat on your back on a mat with your knees bent and feet flat on the ground.|Step:2 Hold the barbell with an overhand grip, resting it on your chest.|Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.|Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/wnEscH8.gif,
IpONWYv,Dumbbell Side Bend,STRENGTH,WAIST,DUMBBELL,ABS,OBLIQUES,"Step:1 Stand up straight with your feet shoulder-width apart and hold a dumbbell in one hand, letting it hang down by your side.|Step:2 Keeping your back straight and your core engaged, slowly bend sideways at the waist towards the opposite side of the dumbbell, lowering the weight as far as you comfortably can.|Step:3 Pause for a moment, then slowly return to the starting position.|Step:4 Repeat for the desired number of repetitions, then switch sides and repeat.",https://static.exercisedb.dev/media/IpONWYv.gif,
REXmfVC,Sledge Hammer,STRENGTH,WAIST,HAMMER,ABS,FOREARMS|SHOULDERS,"Step:1 Stand with your feet shoulder-width apart and hold the sledge hammer with both hands.|Step:2 Engage your core and keep your back straight.|Step:3 Swing the sledge hammer down towards the ground, using your core and upper body strength.|Step:4 As you swing down, pivot your hips and transfer the force to the hammer.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/REXmfVC.gif,
Kzg30R7,Band Standing Crunch,CARDIO,WAIST,BAND,ABS,OBLIQUES,"Step:1 Attach the band to a sturdy anchor point at waist height.|Step:2 Stand facing away from the anchor point with your feet shoulder-width apart.|Step:3 Hold the band with both hands and bring it up to your chest, keeping your elbows bent and close to your body.|Step:4 Engage your abs and slowly crunch forward, bringing your chest towards your knees.|Step:5 Pause for a moment at the top of the crunch, then slowly return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Kzg30R7.gif,
8xUv4J7,Cable Seated Crunch,CARDIO,WAIST,CABLE,ABS,OBLIQUES,"Step:1 Sit on a cable machine with your feet flat on the ground and your knees bent.|Step:2 Hold the cable handle with both hands and position it behind your head.|Step:3 Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees.|Step:4 Pause for a moment at the top, then slowly return to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/8xUv4J7.gif,
qFpAkpP,Cable Standing Lift,STRENGTH,WAIST,CABLE,ABS,OBLIQUES|LOWER BACK,"Step:1 Stand facing the cable machine with your feet shoulder-width apart.|Step:2 Hold the cable handle with both hands and position it at waist height.|Step:3 Engage your core and maintain a straight back throughout the exercise.|Step:4 Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso.|Step:5 Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/qFpAkpP.gif,
CI6baTY,Bottoms-Up,STRENGTH,WAIST,BODY WEIGHT,ABS,OBLIQUES|HIP FLEXORS,"Step:1 Lie flat on your back with your legs extended and your arms by your sides.|Step:2 Bend your knees and bring them towards your chest, keeping your feet off the ground.|Step:3 Engaging your abs, lift your hips off the ground, bringing your knees towards your head.|Step:4 Pause for a moment at the top, then slowly lower your hips back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/CI6baTY.gif,
VBAWRPG,Weighted Front Plank,STRENGTH,WAIST,WEIGHTED,ABS,SHOULDERS|LOWER BACK,"Step:1 Start by lying face down on the floor.|Step:2 Place your forearms on the ground, with your elbows directly under your shoulders.|Step:3 Extend your legs straight out behind you, with your toes on the ground.|Step:4 Engage your core and lift your body off the ground, balancing on your forearms and toes.|Step:5 Keep your body in a straight line from your head to your heels.|Step:6 Hold this position for the desired amount of time.|Step:7 Lower your body back down to the starting position.|Step:8 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/VBAWRPG.gif,
03lzqwk,Assisted Hanging Knee Raise,STRENGTH,WAIST,ASSISTED,ABS,HIP FLEXORS,"Step:1 Hang from a pull-up bar with your arms fully extended and your palms facing away from you.|Step:2 Engage your core muscles and lift your knees towards your chest, bending at the hips and knees.|Step:3 Pause for a moment at the top of the movement, squeezing your abs.|Step:4 Slowly lower your legs back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/03lzqwk.gif,
s8nrDXF,Weighted Crunch,CARDIO,WAIST,WEIGHTED,ABS,OBLIQUES,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground.|Step:2 Hold a weight plate or dumbbell on your chest.|Step:3 Engage your abs and lift your upper body off the ground, curling forward until your shoulder blades are off the ground.|Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/s8nrDXF.gif,
BMMolZ3,Tuck Crunch,CARDIO,WAIST,BODY WEIGHT,ABS,HIP FLEXORS,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground.|Step:2 Place your hands behind your head with your elbows pointing outwards.|Step:3 Engaging your abs, lift your shoulder blades off the ground and bring your knees towards your chest, simultaneously curling your upper body towards your knees.|Step:4 Pause for a moment at the top, then slowly lower your shoulder blades and extend your legs back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/BMMolZ3.gif,
5VXmnV5,Bodyweight Incline Side Plank,STRENGTH,WAIST,BODY WEIGHT,ABS,OBLIQUES|SHOULDERS,"Step:1 Start by lying on your side with your legs extended and stacked on top of each other.|Step:2 Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle.|Step:3 Engage your core and lift your hips off the ground, creating a straight line from your head to your feet.|Step:4 Hold this position for the desired amount of time.|Step:5 Lower your hips back down to the ground and repeat on the other side.",https://static.exercisedb.dev/media/5VXmnV5.gif,
2Ryn564,Assisted Prone Rectus Femoris Stretch,STRETCHING,WAIST,ASSISTED,ABS,QUADRICEPS,"Step:1 Lie face down on the ground with your legs straight.|Step:2 Bend your right knee and reach back with your right hand to grab your right foot or ankle.|Step:3 Gently pull your right foot or ankle towards your glutes, feeling a stretch in the front of your right thigh.|Step:4 Hold the stretch for 20-30 seconds.|Step:5 Release and repeat on the other side.",https://static.exercisedb.dev/media/2Ryn564.gif,
OaE7CpD,Kettlebell Double Windmill,STRENGTH,WAIST,KETTLEBELL,ABS,SHOULDERS|HAMSTRINGS,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in your right hand.|Step:2 Extend your right arm overhead, keeping your eyes on the kettlebell.|Step:3 Rotate your left foot 45 degrees to the left and your right foot 90 degrees to the right.|Step:4 Bend at the waist to the left, keeping your right arm extended overhead.|Step:5 Lower the kettlebell towards the ground, reaching towards your left foot.|Step:6 Pause for a moment, then engage your core and push through your right foot to return to the starting position.|Step:7 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/OaE7CpD.gif,
Wgaz7pm,Lever Seated Crunch,CARDIO,WAIST,LEVERAGE MACHINE,ABS,OBLIQUES,"Step:1 Sit on the leverage machine with your back against the pad and your feet flat on the floor.|Step:2 Grasp the handles or place your hands on the side pads for support.|Step:3 Engage your abs and slowly lean back, allowing the pad to move with you.|Step:4 Once your upper body is at a 45-degree angle, contract your abs and crunch forward, bringing your chest towards your knees.|Step:5 Pause for a moment at the top, then slowly release and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Wgaz7pm.gif,
9pa4H5m,Band Horizontal Pallof Press,STRENGTH,WAIST,BAND,ABS,OBLIQUES|GLUTES,"Step:1 Attach the band to a sturdy anchor point at waist height.|Step:2 Stand perpendicular to the anchor point with your feet shoulder-width apart.|Step:3 Grasp the band handle with both hands and step away from the anchor point to create tension in the band.|Step:4 Bring your hands to your chest, keeping your elbows bent and close to your body.|Step:5 Engage your core and maintain a stable stance.|Step:6 Extend your arms straight out in front of you, pushing the band away from your body.|Step:7 Hold the extended position for a few seconds, focusing on maintaining tension in your core.|Step:8 Slowly bring your hands back to your chest, resisting the pull of the band.|Step:9 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/9pa4H5m.gif,
NKJ8o6x,Pelvic Tilt,STRENGTH,WAIST,BODY WEIGHT,ABS,LOWER BACK,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground.|Step:2 Place your hands by your sides.|Step:3 Engage your abs and tilt your pelvis upward, pressing your lower back into the ground.|Step:4 Hold this position for a few seconds, focusing on contracting your abs.|Step:5 Release the tilt and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/NKJ8o6x.gif,
nCU1Ekp,Reverse Crunch,CARDIO,WAIST,BODY WEIGHT,ABS,HIP FLEXORS,"Step:1 Lie flat on your back with your arms extended along your sides.|Step:2 Bend your knees and lift your feet off the ground, bringing your thighs perpendicular to the floor.|Step:3 Contract your abs and curl your hips off the floor, bringing your knees towards your chest.|Step:4 Pause for a moment at the top, then slowly lower your hips back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/nCU1Ekp.gif,
8K0w2yA,Assisted Hanging Knee Raise With Throw Down,STRENGTH,WAIST,ASSISTED,ABS,HIP FLEXORS|LOWER BACK,"Step:1 Hang from a pull-up bar with your arms fully extended and your palms facing away from you.|Step:2 Engage your core and lift your knees towards your chest, keeping your legs together.|Step:3 Once your knees are at chest level, explosively throw your legs down towards the ground, extending them fully.|Step:4 Allow your legs to swing back up and repeat the movement for the desired number of repetitions.",https://static.exercisedb.dev/media/8K0w2yA.gif,
YRaCa5Y,Full Maltese,STRENGTH,WAIST,BODY WEIGHT,ABS,SHOULDERS|CHEST,"Step:1 Start by standing with your feet shoulder-width apart and your arms extended straight out to the sides.|Step:2 Slowly lean forward, keeping your arms straight, until your upper body is parallel to the ground.|Step:3 Engage your core and hold this position for a few seconds.|Step:4 Return to the starting position by pushing through your feet and standing back up.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/YRaCa5Y.gif,
